product_id,product_title,category_id,category_name,price,list_price,rating,review_count,has_rating,weighted_score,units_sold_last_month,is_best_seller,has_title,image_url,product_url,price_segment,popularity_tier,llm_brand_guess,llm_product_type,llm_attributes_json,llm_keywords_json,llm_title_clean,llm_model,created_at_utc,llm_error
B093FFB5LL,kathson Natural Aquarium Driftwood Decoration Branches Reptiles Terrarium Ornament Wood Fish Tank Habitat Decor Assorted Sizes Wood 3 PCS,181,Fish & Aquatic Pets,19.99,0.0,4.2,0,True,0.0,0,False,True,https://m.media-amazon.com/images/I/81jnDNhsCQL._AC_UL320_.jpg,https://www.amazon.com/dp/B093FFB5LL,mid,medium,,,,,,,,
B005CT9IC0,1 X Japan Richell Baby Food Sicssors Tool with Case,30,Baby & Toddler Feeding Supplies,9.44,0.0,3.9,0,True,0.0,0,False,True,https://m.media-amazon.com/images/I/51EuqxGaPvL._AC_UL320_.jpg,https://www.amazon.com/dp/B005CT9IC0,budget,medium,,,,,,,,
B07N56GS3Z,"Wooden Fingerboard Complete (NW8.0 Maple 6-Layer 360Flip Deck, NW2.0 King Trucks Silvery,NW3.0 Wheels White) (Blue Door iii, 100x34mm Standard Concave)",232,Finger Toys,29.9,0.0,5.0,0,True,0.0,0,False,True,https://m.media-amazon.com/images/I/512Y3hmxcjL._AC_UL320_.jpg,https://www.amazon.com/dp/B07N56GS3Z,premium,low,,,,,,,,
B08YRTNTLD,Simpleout Electric Hydraulic Jack Kit All in One Car Floor Jack Stands Set 3 & 5 Ton Auto Vehicle Air Trailer Van Truck Jack Roadside Emergency Tire Repair Kit with Built-in Inflator and Impact Wrench,16,Automotive Tires & Wheels,137.99,0.0,4.0,123,True,19.281126,0,False,True,https://m.media-amazon.com/images/I/61iHnw92iSL._AC_UL320_.jpg,https://www.amazon.com/dp/B08YRTNTLD,luxury,low,,,,,,,,
B06ZZX9SD7,"BOSONER Baby Crawling Anti-Slip Knee Pads,Unisex Baby Toddlers Kneepads 5 Pairs",42,Baby,10.99,11.99,4.0,0,True,0.0,1000,False,True,https://m.media-amazon.com/images/I/71HOPgGylmL._AC_UL320_.jpg,https://www.amazon.com/dp/B06ZZX9SD7,budget,high,,,,,,,,
B0C61NH5P6,Cute Blue Backpack For Travel Laptop Daypack 3d Print Bag For Boys And Men,109,Laptop Bags,36.99,39.99,4.3,0,True,0.0,0,False,True,https://m.media-amazon.com/images/I/61vmzk6c44L._AC_UL320_.jpg,https://www.amazon.com/dp/B0C61NH5P6,luxury,medium,,,,,,,,
B0B3LP8KJN,"Harewood 16"" 2-in-1 Backpack to Laptop Tote Bag, Professional Briefcase Business Purse, Black with Gold Hardware",109,Laptop Bags,199.0,0.0,2.4,0,True,0.0,0,False,True,https://m.media-amazon.com/images/I/61DSgulHjHL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B3LP8KJN,luxury,medium,,,,,,,,
B002R61X06,"Canton Racing 75-620 2"" Fan Spacer Billet Aluminum with Bolts for Chevy and Ford, 1 Pack",18,Automotive Performance Parts & Accessories,71.3,75.19,4.5,0,True,0.0,0,False,True,https://m.media-amazon.com/images/I/51dumQqEp5L._AC_UL320_.jpg,https://www.amazon.com/dp/B002R61X06,luxury,medium,,,,,,,,
B08ZCC9HFL,Disney Alice in Wonderland Cosplay Womens Double Strap Shoulder Bag Purse with Detachable Wristlet,118,Women's Handbags,100.0,0.0,4.9,164,True,25.019133,0,False,True,https://m.media-amazon.com/images/I/51r017eN1YL._AC_UL320_.jpg,https://www.amazon.com/dp/B08ZCC9HFL,luxury,low,,,,,,,,
B09TQYWXF8,"Biker Shorts for Women High Waist - 8"" Workout Shorts with Inner Pocket Yoga Spandex Gym Running Shorts",116,Women's Clothing,11.99,0.0,4.7,0,True,0.0,100,False,True,https://m.media-amazon.com/images/I/81Fp29E4PuL._AC_UL320_.jpg,https://www.amazon.com/dp/B09TQYWXF8,budget,high,,,,,,,,
B0997B5K9G,"sublimation tumblers 20 oz skinny, sublimation tumbler, sublimation tumblers 20 oz skinny straight, 20 oz sublimation skinny tumbler, sublimation blanks tumbler, 20oz sublimation tumbler blank, (8)",4,Printmaking Supplies,49.95,0.0,4.6,460,True,28.21363,0,False,True,https://m.media-amazon.com/images/I/71qNvsKPSBL._AC_UL320_.jpg,https://www.amazon.com/dp/B0997B5K9G,luxury,low,,,,,,,,
B00063VRXU,"Automotive Adhesion Promoter, Sponge Applicator Packet 06396 2.5 cc/packet",19,Car Care,56.94,0.0,5.0,0,True,0.0,0,False,True,https://m.media-amazon.com/images/I/61svJKuF52L._AC_UL320_.jpg,https://www.amazon.com/dp/B00063VRXU,luxury,medium,,,,,,,,
B07P1BTSK4,KIDSCOOL SPACE Baby Toddler 2 Buttons Adjustable Straps Fashion Jean Overall,43,Baby Boys' Clothing & Shoes,25.99,0.0,4.4,0,True,0.0,50,False,True,https://m.media-amazon.com/images/I/716qhKE2+CL._AC_UL320_.jpg,https://www.amazon.com/dp/B07P1BTSK4,premium,high,,,,,,,,
B07YW3M4GB,SMA Male to Female Right Angle 90-Degree Adapter Gold Plated Contacts Pack of 4……,82,Home Audio & Theater Products,7.38,0.0,4.6,0,True,0.0,0,False,True,https://m.media-amazon.com/images/I/61Tb2qoR6SL._AC_UL320_.jpg,https://www.amazon.com/dp/B07YW3M4GB,budget,medium,,,,,,,,
B09YPV18CN,Summer Knitted Thin Beret Hat for Women Size Adjustable French Style Solid Color,120,Women's Accessories,16.99,0.0,4.3,0,True,0.0,0,False,True,https://m.media-amazon.com/images/I/615mKeneAFL._AC_UL320_.jpg,https://www.amazon.com/dp/B09YPV18CN,mid,medium,,,,,,,,
B0C3JHD95T,"One Dozen (12) 2"" Rubber Bath Toy Animals (Cows)",230,Baby & Toddler Toys,19.99,0.0,4.8,9,True,11.052408,100,False,True,https://m.media-amazon.com/images/I/71+sAzS8YML._AC_UL320_.jpg,https://www.amazon.com/dp/B0C3JHD95T,mid,high,,,,,,,,
B0B4T16G3M,Fresh Mouth Alcohol-Free & All Natural Mouth Rinse/Wash 15ml,159,Professional Dental Supplies,12.99,0.0,3.7,0,True,0.0,0,False,True,https://m.media-amazon.com/images/I/41R0NFFPhDL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B4T16G3M,mid,medium,,,,,,,,
B07J5LR4XV,ACDelco GM Original Equipment A3244C Air Filter,21,Automotive Replacement Parts,28.48,53.51,4.8,0,True,0.0,1000,False,True,https://m.media-amazon.com/images/I/81ocF783QEL._AC_UL320_.jpg,https://www.amazon.com/dp/B07J5LR4XV,premium,high,,,,,,,,
